Brand,Phone Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Apple,Apple IPhone 6s,"₦ 67,200","₦ 137,200",51%,Apple IPhone 6s Refurbished Smartphone 4.7inch 16GB (Gift)- Gold,,
Apple,Apple IPhone 6,"₦ 106,200","₦ 151,714",30%,Apple IPhone 6 Plus - 128GB - 5.5 Inch IOS 8.0 - With Finger Sensor 4G LTE - Apple Smartphone Gold,,
Apple,Apple IPhone 7-4.7,"₦ 115,110","₦ 400,000",71%,"Apple IPhone 7-4.7 Inch Smartphone (2GB, 32GB ROM) 12MP Finger Sensor 4G LTE (gift) HD-Silver",3,4.3
Apple,Apple IPhone 7,"₦ 174,480","₦ 263,143",34%,Apple IPhone 7 Plus Mobile Phone - 32GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Black,,
Apple,Apple IPhone 6S,"₦ 103,550","₦ 156,143",34%,Apple IPhone 6S Plus Mobile Phone -16GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 8,"₦ 210,700","₦ 430,000",51%,"Apple IPhone 8 Plus 5.5 Inch 256GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Red",,
Apple,Apple IPhone 7-4.7,"₦ 127,900","₦ 400,000",68%,Apple IPhone 7-4.7 Inch Smartphone  2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Matte Black,1,4
Apple,Apple IPhone 6s,"₦ 80,600","₦ 164,500",51%,Apple IPhone 6s Refurbished 4.7 Inch Smartphone 64GB (Gift)- Grey,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 140,000",78%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen,,
Apple,Apple IPhone 5,"₦ 29,500","₦ 60,300",51%,Apple IPhone 5 Cell Phone 16GB Dual-Core 1GHz 3G Refurbished,,
Apple,Apple IPhone 6,"₦ 106,200","₦ 151,714",30%,Apple IPhone 6 Plus - 128GB - 5.5 Inch IOS 8.0 - With Finger Sensor 4G LTE - Apple Smartphone - Grey,,
Apple,Apple IPhone X,"₦ 276,090","₦ 416,429",34%,"Apple IPhone X Mobile Phone (64GB ROM, 3GB RAM) 5.8 Inch IOS 11.0 With Tempered Glass Smartphone - Gray",,
Apple,Apple IPhone 8,"₦ 270,350","₦ 407,714",34%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone(Gold)",,
Apple,Apple IPhone 6S,"₦ 103,550","₦ 156,143",34%,Apple IPhone 6S Plus Mobile Phone -16GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 6,"₦ 81,792","₦ 260,232",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Silver,2,5
Apple,Apple IPhone 6,"₦ 106,200","₦ 151,714",30%,Apple IPhone 6 Plus 128GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple IPhone 7,"₦ 174,480","₦ 263,143",34%,Apple IPhone 7 Plus Mobile Phone - 32GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Gold,,
Apple,Apple IPhone 6S,"₦ 107,300","₦ 153,286",30%,Apple IPhone 6S 128GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 7,"₦ 101,900","₦ 179,900",43%,"Apple IPhone 7 - 4.7"" Smartphone RAM 2G + ROM 128G - 12MP - Single SIM - 128GB",,
Apple,Apple Refurbished IPhone,"₦ 29,300","₦ 59,800",51%,Apple Refurbished IPhone 5C 16GB ROM 1GB RAM Mobile Phone -Pink,,
Apple,Apple IPhone 6S,"₦ 86,280","₦ 130,000",34%,Apple IPhone 6S Mobile Phone - 16GB - 4.7 Inch IOS 9.0 - 8MP - Smartphone - Silver,,
Apple,Apple IPhone 5,"₦ 37,456",,,Apple IPhone 5 16GB - Grey (Refurbished) 4.0 Inch Screen,1,4
Apple,Apple 6 4.7,"₦ 73,110","₦ 232,708",69%,Apple 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Grey,,
Apple,Apple IPhone X,"₦ 369,000","₦ 497,900",26%,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Silver",,
Apple,Apple IPhone X,"₦ 274,200","₦ 342,750",20%,Apple IPhone X - 5.8'' - 3GB RAM + 256GB ROM - (12MP + 12MP) + 7MP Smartphone  - Black,,
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S 16GB Smartphone With Finger Sensor 4G LTE - Rose Gold,,
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 7,"₦ 151,800","₦ 216,857",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 256GB ROM) IOS 10 12MP + 7MP Smartphone - Red",,
Apple,Apple IPhone 6,"₦ 57,500","₦ 130,000",56%,Apple IPhone 6 4.7 Inch 1GB + 16 GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Black,3,3
Apple,Apple IPhone 8,"₦ 199,900","₦ 219,700",9%,"Apple IPhone 8 Plus 5.5 Inch 256GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Silver",,
Apple,Apple 6 Plus,"₦ 69,940","₦ 310,060",77%,Apple 6 Plus 5.5 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone ( Free Gift) – Silver,,
Apple,Apple IPhone 8,"₦ 210,700","₦ 430,000",51%,"Apple IPhone 8 Plus 5.5 Inch 256GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Silver",,
Apple,Apple IPhone 6,"₦ 112,750",,,"Apple IPhone 6 Plus 16GB -Golden (Refurbished) 5.5""",1,4
Apple,Apple IPhone 7,"₦ 151,800","₦ 216,857",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 256GB ROM) IOS 10 12MP + 7MP Smartphone (Black)",,
Apple,Apple IPhone 8,"₦ 285,400","₦ 407,714",30%,"Apple IPhone 8 Plus (256GB ROM, 3GBRAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Gray",,
Apple,Apple IPhone 7,"₦ 202,944",,,Apple IPhone 7 Plus 32GB (Refurbished) - Rose 5.5 Inch Sreen,,
Apple,Apple IPhone 8,"₦ 270,350","₦ 407,714",34%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone(Gray)",,
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus Mobile Phone - 32GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Silver,,
Apple,Apple IPhone 7Plus-5.5,"₦ 197,890","₦ 410,000",52%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Silver,,
Apple,Apple IPhone 6S,"₦ 149,999",,,Apple IPhone 6S - 16GB ROM - 2GB RAM - 4.7' - Rfurb Smartphone IPhone - Gold,,
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 32GB (Black),,
Apple,Apple IPhone 6S,"₦ 123,500","₦ 176,429",30%,Apple IPhone 6S Plus 64GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone X,"₦ 290,000","₦ 497,900",42%,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 64GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Grey",,
Apple,Apple IPhone 6S,"₦ 84,400","₦ 172,300",51%,Apple IPhone 6S Refurbished Smartphone 128GB (Gift)-Grey,1,5
Apple,Apple IPhone 6S,"₦ 109,300","₦ 156,143",30%,Apple IPhone 6S Plus Mobile Phone -16GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Rose Gold,1,1
Apple,Apple IPhone 7,"₦ 119,850","₦ 180,714",34%,Apple IPhone 7 Mobile Phone 32GB 3D Touch IPS Technology 4.7 Inch Smartphone - Silver,,
Apple,Apple IPhone 6s,"₦ 80,600","₦ 164,500",51%,Apple IPhone 6s Refurbished 4.7 Inch Smartphone 64GB (Gift)- Silver,,
Apple,Apple IPhone 8,"₦ 191,000","₦ 389,800",51%,"Apple IPhone 8 Plus 5.5 Inch 64GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Silver",,
Apple,Apple Iphone 6,"₦ 124,000",,,Apple Iphone 6 Plus 64gb Silver And 16000 MAh Power Bank,,
Apple,Apple Refurblished IPhone,"₦ 146,048",,,Apple Refurblished IPhone 6s Plus A1687 / A1634 128GB ROM 2GB RAM - ROSE GOLD,,
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple Iphone 6,"₦ 124,000",,,Apple Iphone 6 Plus 64gb Gold And 16000 MAh Power Bank,,
Apple,Apple Iphone 6S,"₦ 120,000",,,"Apple Iphone 6S 64gb Rose Gold (4.7 Inch) & 15000 MAH Power Bank,",,
Apple,Apple Refurbished IPhone,"₦ 29,300","₦ 59,800",51%,Apple Refurbished IPhone 5C 16GB ROM 1GB RAM Mobile Phone -Yellow,,
Apple,Apple IPhone 8,"₦ 242,000","₦ 302,500",20%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB, 256GB ROM) IOS 11, 12MP 4G Smartphone - Gold",,
Apple,Apple IPhone 5,"₦ 37,456",,,Apple IPhone 5 16GB (Refurbished) 4.0 Inch Screen -Silver,,3.8
Apple,Apple IPhone 7,"₦ 137,100","₦ 175,829",22%,Apple IPhone 7 Mobile Phone - 32GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Black,,
Apple,Apple IPhone 6,"₦ 106,200","₦ 151,714",30%,Apple IPhone 6 Plus 128GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 5S,"₦ 45,649","₦ 167,765",73%,Apple IPhone 5S 16GB Silver 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),,
Apple,Apple IPhone 6s,"₦ 67,200","₦ 137,200",51%,Apple IPhone 6s Refurbished Smartphone 4.7inch 16GB (Gift)- Grey,,
Apple,Apple IPhone 8,"₦ 285,400","₦ 407,714",30%,"Apple IPhone 8 Plus (256GB ROM, 3GBRAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Gold",,
Apple,Apple IPhone 6,"₦ 96,830","₦ 146,000",34%,Apple IPhone 6 Plus - 64GB - 5.5 Inch IOS 8.0 - Apple A8+M8 Dual Core Up To 1.4GHz - Smartphone - Silver,,
Apple,Apple Refurbished Apple,"₦ 73,800","₦ 150,700",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 16GB-Silver,,
Apple,Apple IPhone 6,"₦ 77,650","₦ 117,143",34%,Apple IPhone 6 Mobile Phone - 64GB - 4.7 Inch 8.0MP - Apple Smartphone - Grey,,
Apple,Apple IPhone 8,"₦ 250,000","₦ 357,143",30%,"Apple IPhone 8 Plus (64GB ROM, 3GB RAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Gold",,
Apple,Apple IPhone 5S,"₦ 3,641,366","₦ 7,241,366",50%,Apple IPhone 5S Apple 5S Mobile Phone 4.0 Inch Smart Phone For Senior Students And Backup White 8g,,
Apple,Apple IPhone 6,"₦ 79,000","₦ 109,976",28%,"Apple IPhone 6 4.7-Inch  Fingerprint Sensor HD (1GB, 64GB ROM) IOS 1.2 8MP+7MP Smartphone–Gold",,
Apple,Apple IPhone 5C-16G,"₦ 36,880","₦ 99,920",63%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Green,,
Apple,Apple Refurbished ,"₦ 158,500","₦ 200,000",21%,Apple Refurbished  IOS Phones IPhone 7 Plus 128GB 99%New Mobile Phones - Gold,,
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S 16GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S Mobile Phone - 16GB - 4.7 Inch IOS 9.0 - 8MP - Smartphone - Gold,,
Apple,Apple Iphone 6,"₦ 120,000",,,"Apple Iphone 6 Plus 64gb Silver, Free Pouch And Tempered Glass",,
Apple,Apple IPhone 6,"₦ 71,000","₦ 106,857",34%,Apple IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Smartphone - Gold,1,5
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 7,"₦ 126,500","₦ 180,714",30%,Apple IPhone 7 32GB 3D Touch IPS Technology 4.7 Inch IOS 10 A10+M10 Quad Core Smartphone - Rose Gold,,
Apple,Apple Refurbished IPhone,"₦ 66,200","₦ 135,200",51%,Apple Refurbished IPhone 6 Smartphone 4.7inch 64GB (Gift)-Gray,,
Apple,Apple IPhone 7,"₦ 164,520","₦ 214,614",23%,Apple IPhone 7 256GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Rose Gold),1,5
Apple,Apple IPhone X,"₦ 350,970","₦ 584,071",40%,"Apple IPhone X Mobile Phone (256GB ROM, 3GB RAM) 5.8 Inch With Tempered Glass Smartphone - Black",,
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S Mobile Phone - 16GB - 4.7 Inch IOS 9.0 - 8MP - Smartphone - Silver,,
Apple,Apple IPhone 8,"₦ 285,400","₦ 407,714",30%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5"" HD IOS 11.0 12MP 4G Smartphone - Gray",,
Apple,Apple Brand IPhone,"₦ 116,260","₦ 153,843",24%,Apple Brand IPhone 6S 128GB 4.7 Inch IOS 9.0 Apple A9+M9 Dual Core 64bit Up To 1.8GHz Smartphone(Rose Gold),,
Apple,Apple IPhone 8,"₦ 210,700","₦ 430,000",51%,"Apple IPhone 8 Plus 5.5 Inch 256GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Black",,
Apple,Apple IPhone 8,"₦ 236,790","₦ 357,143",34%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone(Gold)",,
Apple,Apple IPhone 7-4.7,"₦ 116,900","₦ 400,000",71%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Red,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 150,090",79%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 7,"₦ 212,500","₦ 303,571",30%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Black,1,3
Apple,Apple IPhone 6Plus,"₦ 69,000","₦ 199,976",65%,"Apple IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 16GB ROM)IOS 1.2 8MP+7MP Smartphone–Silver",1,5
Apple,Apple IPhone SE,"₦ 78,189",,,"Apple IPhone SE 16GB 4.0"" - Rose With Fingerprint(Refurbished)",,
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 201,320","₦ 303,571",34%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Silver,,
Apple,Apple IPhone 5,"₦ 42,393",,,Apple IPhone 5 32GB - Silver 4.0 Inch Screen (refurbished),4,3.5
Apple,Apple IPhone 6S,"₦ 103,300","₦ 210,900",51%,Apple IPhone 6S Plus Refurbished Smartphone 64GB (Gift)- Silver,,
Apple,Apple IPhone 6,"₦ 77,650","₦ 117,143",34%,Apple IPhone 6 Mobile Phone - 64GB - 4.7 Inch IOS 8.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 6S,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6S 64GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 6S,"₦ 98,710","₦ 127,986",23%,Apple IPhone 6S Mobile Phone 16GB 4.7 Inch IOS 9.0 Smartphone (Grey),,
Apple,Apple IPhone 5S-16G+1G,"₦ 41,990","₦ 78,990",47%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,,
Apple,Apple IPhone 6,"₦ 74,800","₦ 106,857",30%,Apple IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone - Grey,,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Red,,
Apple,Apple IPhone 5S-32G+1G,"₦ 48,690","₦ 79,990",39%,Apple IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Gold,,
Apple,Apple IPhone SE,"₦ 55,100","₦ 112,500",51%,Apple IPhone SE Refurbished Smartphone 4inch 2+32GB (Gift)-Silver,,
Apple,Apple IPhone 6S,"₦ 77,100","₦ 96,375",20%,Apple IPhone 6S - 4.7'' - 16GB ROM + 2GB RAM - IOS 11 - 12MP + 5.0MP - Fingerprint Smartphone - Grey,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished Silver 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 6s,"₦ 80,600","₦ 164,500",51%,Apple IPhone 6s Refurbished 4.7 Inch Smartphone 64GB (Gift)- Gold,,
Apple,Apple IPhone 6,"₦ 87,000","₦ 124,286",30%,Apple IPhone 6 128GB Smartphone With Finger Sensor 4G LTE - Grey,1,4
Apple,Apple IPhone 7Plus-5.5,"₦ 209,900","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Gold,,
Apple,Apple IPhone 8,"₦ 270,350","₦ 407,714",34%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone(Silver)",,
Apple,Apple Iphone 6,"₦ 120,000",,,"Apple Iphone 6 Plus 64gb Space Grey, Free Pouch And Tempered Glass",,
Apple,Apple IPhone 7,"₦ 212,500","₦ 303,571",30%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 107,300","₦ 153,286",30%,Apple IPhone 6S 128GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus 128GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 7,"₦ 143,800","₦ 216,857",34%,Apple IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Red,,
Apple,Apple IPhone 6,"₦ 81,792","₦ 261,887",69%,Apple IPhone 6 4.7 Inch Refurbished 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple 6 Plus,"₦ 89,655","₦ 310,060",71%,Apple 6 Plus 5.5 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone – Gold,,
Apple,Apple IPhone 7,"₦ 143,800","₦ 216,857",34%,Apple IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Black,,
Apple,Apple IPhone 7,"₦ 179,900",,,"Apple IPhone 7 - 4.7"" Smartphone RAM 2G + ROM 32G - 12MP - Single SIM - Matte Black- 32GB",,
Apple,Apple IPhone 8,"₦ 250,000","₦ 357,143",30%,"Apple IPhone 8 Plus (64GB ROM, 3GB RAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Gray",,
Apple,Apple IPhone 8,"₦ 285,400","₦ 407,714",30%,"Apple IPhone 8 Plus (256GB ROM, 3GBRAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Silver",,
Apple,Apple IPhone 6s,"₦ 67,200","₦ 137,200",51%,Apple IPhone 6s Refurbished Smartphone 4.7inch 16GB (Gift)- Silver,,
Apple,Apple IPhone 7,"₦ 128,500","₦ 160,600",20%,Apple IPhone 7 - 4.7'' - 256GB ROM + 2GB RAM - 12MP + 7MP Camera - Fingerprint Smartphone - Silver,,
Apple,Apple 6 4.7,"₦ 73,110","₦ 142,333",49%,Apple 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Gold,,
Apple,Apple IPhone 6,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6 Plus - 64GB - 5.5 Inch IOS 8.0 - Apple A8+M8 Dual Core Up To 1.4GHz - Smartphone - Gold,,
Apple,Apple IPhone 8,"₦ 191,730","₦ 289,143",34%,"Apple IPhone 8 Mobile Phone (256GB ROM, 2GB RAM) 4.7Inch HD IOS 11.0 12MP Smartphone - Silver",,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 6s,"₦ 67,200","₦ 137,200",51%,Apple IPhone 6s Refurbished Smartphone 4.7inch 16GB (Gift)- Pink,,
Apple,Apple IPhone SE,"₦ 55,100","₦ 112,500",51%,Apple IPhone SE Refurbished Smartphone 4inch 2+32GB (Gift)- Gold,,
Apple,Apple IPhone 7,"₦ 151,800","₦ 216,857",30%,Apple IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Gold,,
Apple,Apple Iphone 6,"₦ 124,000",,,"Apple Iphone 6 Plus 64gb Gold, With 10000 MAH Power Bank, And 360 Pouch & Tempered Glass",,
Apple,Apple IPhone 6S,"₦ 115,200","₦ 235,200",51%,Apple IPhone 6S Plus Refurbished Smartphone 128GB (Gift)-Gold,2,5
Apple,Apple IPhone 7,"₦ 122,500","₦ 153,100",20%,Apple IPhone 7 - 4.7'' - 128GB ROM + 2GB RAM - 12MP + 7MP Camera - Fingerprint Smartphone - Silver,,
Apple,Apple IPhone 8,"₦ 309,290","₦ 467,643",34%,"Apple IPhone 8 Plus (256GB ROM, 3GBRAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Gray",,
Apple,Apple IPhone X,"₦ 291,500","₦ 416,429",30%,"Apple IPhone X Mobile Phone (64GB ROM, 3GB RAM) 5.8 Inch IOS 11.0 With Tempered Glass Smartphone - Silver",,
Apple,Apple IPhone 6S,"₦ 93,700",,,Apple IPhone 6S 2GB+64GB 4.7 Inch Gold Used Phone 99% New 3D Touch With Fingerprint Sensor IOS Smartphone,,
Apple,Apple IPhone 5S-16G+1G,"₦ 39,000","₦ 78,990",51%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel(Refurbished)4G LTE ( Gift ) Smart Phone-Pink,,
Apple,Apple IPhone 6S,"₦ 149,999",,,"Apple IPhone 6S - 16GB ROM - 2GB RAM - 4.7"" - Rfurb Smartphone IPhone - Silver",,
Apple,Apple IPhone 6S,"₦ 149,999",,,Apple IPhone 6S - 16GB ROM - 2GB RAM - 4.7' - Rfurb Smartphone IPhone - Rose Gold,,
Apple,Apple Iphone 6,"₦ 123,500",,,"Apple Iphone 6 Plus 64gb Space Grey, With 10000 MAH Power Bank, And 360 Pouch & Tempered Glass",,
Apple,Apple IPhone 6S,"₦ 133,800","₦ 192,614",31%,Apple IPhone 6S Plus Mobile Phone - 64GB - 5.5 Inch IOS 9.0 - 12MP - Smartphone - Grey,,
Apple,Apple IPhone 5S,"₦ 45,649","₦ 167,765",73%,Apple IPhone 5S 16GB Black 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),,
Apple,Apple IPhone 6S,"₦ 149,999",,,Apple IPhone 6S - 16GB ROM - 2GB RAM - 4.7' - Rfurb Smartphone IPhone - Space Grey,,
Apple,Apple IPhone 7,"₦ 189,900",,,"Apple IPhone 7 - 4.7"" Smartphone RAM 2G + ROM 128G - 12MP - Single SIM - Silver - 128GB",,
Apple,Apple IPhone 6,"₦ 63,500","₦ 79,375",20%,Apple IPhone 6 - 4.7 Inch - 16GB ROM + 1GB RAM - Refurbished Smartphone - Gold,,
Apple,Apple IPhone 6s,"₦ 89,000","₦ 189,000",53%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Silver,,
Apple,Apple IPhone 7,"₦ 500,000",,,Apple IPhone 7 32GB Smartphone - Silver (+ 1 Year Warranty),,
Apple,Apple IPhone 6S,"₦ 123,500","₦ 176,429",30%,Apple IPhone 6S Plus 64GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 8,"₦ 242,000","₦ 302,500",20%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB, 256GB ROM) IOS 11, 12MP 4G Smartphone - Grey",,
Apple,Apple IPhone 6S,"₦ 107,300","₦ 153,286",30%,Apple IPhone 6S Mobile Phone - 128GB - 4.7 Inch IOS 9.0 - 8MP - Apple Smartphone - Grey,,
Apple,Apple IPhone 6S,"₦ 107,300","₦ 153,286",30%,Apple IPhone 6S 128GB Smartphone With Finger Sensor 4G LTE - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 96,830","₦ 146,000",34%,Apple IPhone 6S Mobile Phone - 64GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 164,520","₦ 214,486",23%,Apple IPhone 7 256GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Gold),,
Apple,Apple IPhone 6S,"₦ 109,300","₦ 156,143",30%,Apple IPhone 6S Plus 16GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 6S,"₦ 109,300","₦ 156,143",30%,Apple IPhone 6S Plus Mobile Phone -16GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Grey,,
